sec_code,edinet_code
90060,E04089
90050,E04090
90090,E04091
90080,E04092
90100,E04093
90010,E04094
90030,E04097
90480,E04101
90410,E04102
90420,E04103
90450,E04105
90440,E04106
90490,E04108
90460,E04109
90310,E04110
90330,E04123
90520,E04125
90120,E04136
90200,E04147
90210,E04148
90220,E04149
90230,E04153
90240,E04154
90170,E04155
90810,E04158
90820,E04159
90830,E04160
90850,E04161
90680,E04178
90690,E04179
90670,E04182
90640,E04187
90720,E04191
90590,E04194
90630,E04195
90730,E04197
90760,E04198
90600,E04206
90570,E04209
93690,E04213
90510,E04215
90400,E04217
90390,E04218
90370,E04220
90360,E04221
90350,E04222
90340,E04223
23840,E04224
90290,E04228
90280,E04230
90270,E04232
32320,E04233
91010,E04235
91040,E04236
91070,E04237
91100,E04239
91150,E04242
91190,E04243
91270,E04246
93630,E04247
91300,E04251
91710,E04254
91730,E04256
92010,E04272
92020,E04273
92330,E04275
93010,E04283
93020,E04284
93030,E04285
93040,E04286
93060,E04287
93080,E04288
93100,E04289
93240,E04290
93050,E04291
93120,E04293
93070,E04294
93130,E04296
93190,E04304
93220,E04317
93510,E04321
93530,E04322
93110,E04323
90650,E04324
93550,E04326
90740,E04327
93570,E04328
93800,E04329
93590,E04330
80970,E04331
90750,E04334
91930,E04336
93600,E04337
93610,E04339
90250,E04341
93620,E04342
93640,E04345
93650,E04346
97260,E04348
93660,E04353
90870,E04354
93670,E04356
93680,E04357
96030,E04358
93760,E04365
93810,E04369
94010,E04375
94020,E04376
94050,E04380
94070,E04382
94080,E04399
94040,E04410
94090,E04414
94330,E04425
94340,E04426
48390,E04427
94320,E04430
94360,E04460
46760,E04462
94240,E04473
94450,E04476
48380,E04478
38340,E04496
94120,E04497
95010,E04498
95030,E04499
95090,E04500
95060,E04501
95020,E04502
95050,E04503
95040,E04504
95070,E04505
95080,E04506
95110,E04509
95130,E04510
95340,E04511
95310,E04514
95390,E04515
95430,E04516
95330,E04517
95370,E04519
95320,E04520
95350,E04521
95360,E04523
97010,E04535
97040,E04538
97080,E04539
97130,E04540
97230,E04550
97220,E04560
97200,E04566
96010,E04582
96020,E04583
96050,E04585
96330,E04589
96350,E04591
96360,E04592
96430,E04596
96320,E04599
96720,E04603
96610,E04606
96640,E04609
96790,E04691
96560,E04693
46500,E04704
46610,E04707
46800,E04710
23400,E04727
21570,E04751
97310,E04754
43240,E04760
85910,E04762
97650,E04764
85840,E04768
97350,E04773
85850,E04775
97630,E04777
81790,E04783
81810,E04784
85930,E04788
97680,E04795
97690,E04796
97400,E04799
97610,E04800
85940,E04801
97420,E04803
97440,E04804
85950,E04806
97460,E04807
97530,E04815
97550,E04816
97570,E04817
85960,E04821
97590,E04822
97600,E04823
97330,E04824
97290,E04826
97160,E04835
97150,E04837
97090,E04841
97020,E04846
96990,E04848
96980,E04849
96920,E04853
96910,E04855
96870,E04856
96860,E04857
96850,E04858
96840,E04859
96820,E04861
96780,E04862
96630,E04867
96580,E04869
96510,E04873
99280,E04877
61970,E04878
96470,E04884
96440,E04887
96400,E04889
96390,E04890
96290,E04894
96280,E04895
96270,E04896
96250,E04899
96220,E04902
96210,E04903
96190,E04904
96160,E04908
85700,E04912
96120,E04914
96100,E04916
97990,E04920
97950,E04925
46650,E04926
97930,E04931
97910,E04932
97900,E04933
97880,E04934
97820,E04940
97780,E04941
97800,E04944
85660,E04946
94350,E04948
97390,E04952
46410,E04954
46420,E04955
46450,E04958
46440,E04959
75020,E04960
46510,E04964
46570,E04972
46580,E04973
46590,E04975
46620,E04976
46640,E04978
46660,E04979
46670,E04980
46680,E04981
46710,E04982
46730,E04987
46740,E04988
46790,E04990
46780,E04991
46850,E04995
46860,E04996
46870,E04997
47040,E04999
46890,E05000
46900,E05001
47050,E05011
47070,E05015
47090,E05017
75950,E05018
47120,E05020
47140,E05024
46840,E05025
47160,E05027
47180,E05028
47190,E05029
47200,E05030
47220,E05033
47250,E05036
94490,E05041
47280,E05042
47320,E05045
88760,E05047
47330,E05048
94380,E05049
47350,E05053
47360,E05054
94390,E05055
46940,E05056
43070,E05062
17380,E05065
47460,E05066
47500,E05070
47510,E05072
47540,E05073
47520,E05075
47550,E05080
47600,E05083
47720,E05088
47610,E05090
47620,E05091
47630,E05096
47650,E05097
47660,E05098
47680,E05099
47670,E05100
47690,E05101
47710,E05107
26560,E05112
47770,E05114
47760,E05116
47830,E05120
47840,E05123
47920,E05135
94440,E05137
48000,E05143
48010,E05145
48120,E05147
24910,E05149
48140,E05151
21300,E05153
48200,E05155
48190,E05156
84730,E05159
48250,E05162
48260,E05163
48280,E05167
48130,E05168
48290,E05169
48320,E05173
48330,E05175
48340,E05176
94460,E05181
48480,E05182
48400,E05183
48450,E05187
48470,E05191
48490,E05192
42840,E05198
42860,E05199
42880,E05201
42870,E05204
42900,E05205
42930,E05206
43080,E05211
42990,E05215
43010,E05219
43100,E05221
43160,E05228
43170,E05230
43180,E05232
43200,E05233
43230,E05236
88980,E05238
43260,E05239
27210,E05241
87390,E05242
43310,E05248
43340,E05254
43350,E05255
43410,E05262
43430,E05264
43450,E05267
43460,E05268
43470,E05269
43500,E05274
43510,E05275
23000,E05278
87980,E05280
43560,E05282
23170,E05283
23010,E05286
23040,E05288
23030,E05289
23070,E05291
23110,E05293
23210,E05297
23250,E05299
45630,E05301
23230,E05302
23260,E05303
23270,E05304
27490,E05306
23290,E05307
23300,E05308
23310,E05309
23320,E05310
23350,E05312
89080,E05313
23370,E05314
23380,E05315
23410,E05316
23420,E05317
23440,E05319
23450,E05320
23490,E05322
23510,E05324
48270,E05325
17240,E05326
23530,E05327
23540,E05328
23150,E05331
23590,E05332
37100,E05336
37120,E05340
84390,E05346
37190,E05348
23710,E05350
23700,E05351
23730,E05353
23750,E05356
37230,E05360
23780,E05361
45640,E05363
23850,E05367
23790,E05368
37270,E05369
37330,E05376
17170,E05377
23910,E05378
27960,E05379
23930,E05381
23950,E05385
37260,E05395
37410,E05400
37390,E05401
89290,E05407
24040,E05409
24330,E05410
24180,E05411
37440,E05413
48090,E05414
24080,E05416
24110,E05417
24100,E05419
37470,E05424
24130,E05425
84250,E05426
24150,E05428
37530,E05432
84240,E05438
24250,E05440
37500,E05443
37870,E05445
37600,E05449
24370,E05450
17110,E05452
37580,E05453
24400,E05456
38070,E05457
24280,E05458
24320,E05460
87930,E05462
37620,E05463
37630,E05466
24290,E05467
37660,E05469
95140,E05470
37680,E05471
37650,E05474
37690,E05476
24360,E05477
24350,E05478
37740,E05480
94250,E05481
24380,E05483
33710,E05485
37710,E05487
87890,E05492
24450,E05493
37760,E05494
37730,E05496
37750,E05497
24490,E05498
94280,E05504
89450,E05505
37770,E05510
78330,E05512
24540,E05514
38040,E05516
33870,E05517
37780,E05518
37980,E05521
24640,E05524
24590,E05527
94230,E05528
24610,E05533
24620,E05536
33930,E05539
37790,E05543
24670,E05544
37880,E05545
24690,E05550
37960,E05551
37930,E05552
37990,E05553
24710,E05555
33950,E05556
24750,E05560
38000,E05561
24970,E05562
30310,E05563
24770,E05564
24790,E05569
94210,E05570
38030,E05573
24800,E05575
24810,E05576
38020,E05578
24830,E05579
24840,E05584
24850,E05585
38080,E05587
30400,E05592
24880,E05593
30410,E05597
24890,E05599
38100,E05601
30420,E05606
34540,E05607
24920,E05609
24930,E05611
21210,E05617
21380,E05621
38150,E05622
21220,E05623
21200,E05624
21240,E05625
30540,E05627
21270,E05629
38230,E05630
24990,E05631
38160,E05635
38170,E05640
38240,E05641
38260,E05643
38250,E05645
24980,E05646
43440,E05647
87690,E05648
32370,E05651
21360,E05657
38350,E05659
38360,E05663
38370,E05664
87710,E05665
21390,E05668
38410,E05669
21370,E05670
38400,E05674
21620,E05676
38420,E05677
38440,E05678
38390,E05679
38430,E05680
38450,E05682
21480,E05686
38470,E05687
38480,E05688
38490,E05690
21520,E05691
32520,E05692
38500,E05694
21540,E05695
21750,E05697
21460,E05698
38530,E05699
21580,E05700
21560,E05701
66340,E05702
38540,E05705
21530,E05706
36240,E05707
21600,E05712
38560,E05713
87290,E05714
21640,E05716
21630,E05717
38580,E05719
30920,E05725
21690,E05726
21700,E05727
45710,E05728
21680,E05729
36220,E05736
21730,E05737
36260,E05739
21720,E05740
36230,E05741
36250,E05742
17730,E05821
93990,E05951
48750,E05958
87500,E06141
60980,E07801
71640,E09753
35490,E10737
62380,E11661
38630,E11873
286A0,E12328
297A0,E15690
36270,E20385
34790,E20616
65550,E20870
39640,E21122
45780,E21183
58570,E21187
62500,E21258
31400,E21259
21810,E21261
66320,E21320
15140,E21342
21800,E21381
21790,E21514
36280,E21553
31480,E21606
57240,E21649
21830,E21706
93850,E21815
31430,E21832
22690,E21902
34430,E21955
36320,E22012
34440,E22016
45760,E22024
21850,E22042
21860,E22049
36330,E22101
31510,E22440
36350,E22460
36340,E22461
60780,E22470
77750,E22509
31500,E22547
73140,E22554
45740,E22560
32660,E22612
21930,E22663
31540,E22995
87130,E23187
22700,E23202
31560,E23245
87140,E23250
31570,E23288
78190,E23465
49260,E23479
45750,E23487
36360,E23492
21950,E23634
31310,E23741
31780,E23818
86000,E23820
66300,E23829
31590,E23841
66290,E23871
86300,E23924
50200,E24050
87150,E24073
31600,E24129
77760,E24158
45770,E24187
31610,E24248
32710,E24340
36390,E24392
36410,E24453
36400,E24457
73710,E24465
14180,E24512
31660,E24536
94130,E24545
21980,E24550
14170,E24558
71480,E24651
45820,E24682
78180,E24753
60500,E24917
49270,E24951
36450,E24982
49280,E24991
66270,E24994
36470,E24998
34800,E25148
58420,E25156
31670,E25165
62490,E25169
36460,E25206
36080,E25234
36480,E25263
45790,E25269
19090,E25282
36490,E25283
22290,E25303
66260,E25386
31680,E25443
28820,E25551
36520,E25620
21170,E25648
70220,E25662
66200,E25665
36530,E25682
66250,E25686
36590,E25850
36560,E25867
32760,E25870
77770,E25884
36570,E25898
13830,E25969
60540,E26032
49770,E26061
66190,E26082
92060,E26084
32770,E26086
31690,E26095
45830,E26096
60550,E26124
36630,E26231
31730,E26290
36600,E26301
31720,E26322
71570,E26327
36610,E26332
36620,E26369
60580,E26428
60620,E26444
60610,E26446
60590,E26454
29300,E26549
31740,E26579
36640,E26596
60630,E26625
94190,E26675
71610,E26686
36650,E26703
57030,E26707
66170,E26713
71620,E26813
71770,E26815
31770,E26821
59320,E26831
60700,E26839
31750,E26842
38960,E26914
60690,E26933
32800,E26966
49290,E27016
45840,E27032
60870,E27043
32610,E27046
36670,E27047
31790,E27051
29310,E27054
60720,E27059
36680,E27062
61650,E27063
60710,E27066
31810,E27202
45860,E27208
31830,E27210
31800,E27215
36700,E27235
31820,E27260
14200,E27273
36710,E27276
36720,E27280
32840,E27281
25880,E27294
60730,E27303
14190,E27305
36730,E27361
36740,E27394
36750,E27421
32860,E27464
45870,E27486
60740,E27506
62480,E27530
31840,E27572
49780,E27585
31850,E27615
25870,E27622
42750,E27624
32890,E27633
36760,E27655
31860,E27693
32910,E27759
60760,E27761
31870,E27815
32880,E27842
60830,E27855
56980,E27868
39090,E27894
36780,E30002
94160,E30010
31890,E30020
60800,E30022
60910,E30042
36790,E30047
16630,E30048
60810,E30053
45880,E30058
60820,E30065
32930,E30066
60900,E30071
36820,E30085
36800,E30091
71670,E30103
36810,E30114
77790,E30118
60850,E30119
60860,E30120
32940,E30124
14290,E30126
60880,E30130
42450,E30133
60890,E30140
36830,E30398
42460,E30438
90900,E30443
60920,E30445
31900,E30451
94140,E30454
36860,E30466
60930,E30476
66160,E30479
67400,E30481
31910,E30501
31920,E30504
36870,E30537
32970,E30598
60940,E30648
32990,E30649
32210,E30656
60960,E30682
42470,E30692
49790,E30697
31930,E30699
34750,E30726
20600,E30728
94680,E30731
71730,E30746
36900,E30836
71720,E30841
36910,E30856
36950,E30857
45910,E30865
36920,E30877
33000,E30880
31950,E30881
31960,E30898
94670,E30908
62400,E30917
36940,E30918
36960,E30919
60990,E30929
78140,E30930
36970,E30969
71750,E30982
39100,E30993
36980,E30996
60290,E30998
60250,E30999
60270,E31009
28830,E31012
39000,E31019
39010,E31023
34520,E31024
31980,E31029
25860,E31035
60300,E31036
42480,E31037
34450,E31042
94180,E31052
60350,E31054
39020,E31056
39030,E31060
95510,E31064
95170,E31065
60340,E31071
60330,E31079
60310,E31089
39040,E31093
31990,E31104
78150,E31123
39050,E31131
32220,E31159
31320,E31167
60360,E31216
13840,E31220
60370,E31248
39070,E31256
34570,E31284
32230,E31291
14300,E31306
32240,E31321
39120,E31331
45930,E31335
39080,E31336
60380,E31343
78130,E31344
39110,E31348
39130,E31354
31330,E31367
60440,E31379
60390,E31381
45920,E31382
31340,E31386
60400,E31408
60490,E31424
39140,E31436
60450,E31446
60460,E31448
39150,E31453
60470,E31454
94170,E31524
61660,E31542
31350,E31551
77800,E31560
39160,E31573
31370,E31574
62390,E31575
44340,E31580
61670,E31594
77810,E31602
71800,E31612
14310,E31614
78120,E31622
34170,E31624
31380,E31625
39170,E31626
50210,E31632
49800,E31633
39180,E31640
34610,E31681
61730,E31694
61710,E31723
31390,E31729
14330,E31731
14340,E31741
34150,E31742
70650,E31743
61780,E31748
34160,E31749
35560,E31751
39200,E31754
71810,E31755
71820,E31775
61760,E31776
34180,E31815
61770,E31817
45940,E31851
61800,E31854
61810,E31855
61840,E31871
39230,E31878
61830,E31896
61820,E31901
39210,E31902
71830,E31905
34190,E31918
78110,E31924
14350,E31925
39260,E31936
45950,E31946
64640,E31954
39290,E31955
39250,E31957
61850,E31958
39220,E31965
35360,E31968
39270,E31977
34650,E31979
39280,E31991
61860,E31997
71860,E32022
22960,E32069
39310,E32108
71850,E32109
24240,E32119
28840,E32138
39300,E32141
35370,E32146
61900,E32153
61890,E32156
34670,E32158
39340,E32159
39330,E32161
14360,E32163
66150,E32169
35380,E32181
62370,E32189
61980,E32193
61910,E32194
94660,E32198
39320,E32200
61930,E32203
35040,E32204
39360,E32225
39350,E32238
35390,E32254
91430,E32292
35410,E32351
28200,E32364
61960,E32380
35440,E32381
35460,E32382
61990,E32397
61940,E32400
61950,E32405
39370,E32408
71870,E32412
35420,E32420
35430,E32427
71890,E32447
34690,E32468
34740,E32486
62000,E32495
65320,E32549
32670,E32571
39400,E32591
35470,E32592
65330,E32601
39390,E32603
39650,E32619
39620,E32620
41890,E32642
39630,E32647
91600,E32664
91420,E32679
14380,E32682
65350,E32687
35480,E32697
35500,E32736
39670,E32750
65370,E32753
71910,E32763
39700,E32766
57040,E32770
34820,E32779
77820,E32784
34770,E32793
39790,E32794
65380,E32795
65400,E32796
65390,E32801
71920,E32803
39740,E32814
39680,E32815
39690,E32825
45960,E32854
39760,E32855
65430,E32951
39770,E32956
35570,E32965
35580,E32966
95190,E32967
65470,E32988
48810,E32989
93250,E32990
35600,E32991
39810,E32992
35630,E33000
65450,E33005
65460,E33009
35610,E33011
35590,E33016
66940,E33025
39840,E33026
65440,E33034
35620,E33037
39830,E33039
39850,E33040
45970,E33044
79400,E33050
35650,E33109
65480,E33110
39860,E33232
39880,E33235
39870,E33237
39890,E33242
65490,E33247
65520,E33254
65510,E33272
92620,E33282
35660,E33305
78100,E33313
66960,E33323
66950,E33345
65540,E33357
39910,E33364
39920,E33367
41240,E33382
44470,E33384
39940,E33390
39930,E33391
78090,E33392
92650,E33393
92670,E33416
34840,E33435
71960,E33485
78070,E33491
78080,E33497
92640,E33514
65580,E33515
39960,E33519
14430,E33535
39970,E33553
65570,E33557
36110,E33574
65640,E33577
34860,E33579
44800,E33586
65600,E33588
62350,E33594
23340,E33595
65630,E33601
65610,E33602
42490,E33603
93880,E33610
65620,E33615
92680,E33616
89190,E33622
43900,E33623
71990,E33624
71980,E33625
39980,E33626
65660,E33633
65650,E33638
73220,E33693
43920,E33702
34460,E33777
43800,E33784
70900,E33790
65680,E33794
29340,E33800
92700,E33807
34890,E33819
65700,E33822
43810,E33825
34470,E33834
65710,E33838
94500,E33839
73260,E33840
73200,E33854
92710,E33858
34900,E33863
65740,E33864
65730,E33868
43820,E33880
65720,E33881
92720,E33882
14440,E33910
65780,E33928
65770,E33948
44320,E33957
43840,E33966
65800,E34018
78000,E34028
43860,E34031
43910,E34045
43880,E34052
70300,E34053
78060,E34054
43850,E34064
66990,E34065
70310,E34070
92730,E34071
65790,E34082
43890,E34090
43950,E34091
43870,E34094
14460,E34095
70400,E34097
92780,E34102
43960,E34111
73270,E34113
44220,E34114
43930,E34116
56990,E34130
52900,E34137
43940,E34140
70330,E34142
70340,E34148
14470,E34165
34910,E34177
42500,E34221
43970,E34225
70350,E34238
34950,E34256
34940,E34271
62330,E34273
70370,E34276
73250,E34281
34960,E34285
43980,E34288
34980,E34289
70380,E34290
70360,E34294
45980,E34318
44200,E34321
55710,E34326
70390,E34331
44210,E34335
92790,E34336
70410,E34352
78050,E34363
70420,E34379
50710,E34454
76810,E34455
76700,E34470
14490,E34471
70440,E34484
14500,E34486
70460,E34487
44240,E34497
70430,E34498
76770,E34499
44250,E34507
70480,E34508
44280,E34509
44450,E34513
62320,E34514
29700,E34522
70470,E34537
44330,E34538
44270,E34544
44790,E34557
76750,E34565
44370,E34587
44290,E34633
70490,E34634
44310,E34643
76730,E34644
70500,E34657
44300,E34663
70590,E34699
76780,E34704
29750,E34707
70570,E34716
70600,E34720
44380,E34721
70580,E34722
70620,E34725
44390,E34729
70610,E34735
44400,E34739
76740,E34747
70630,E34748
44360,E34754
78040,E34800
44410,E34814
73450,E34851
44460,E34853
70640,E34866
44420,E34880
29760,E34938
76790,E34943
29740,E34944
70660,E34954
44430,E34960
49310,E34965
41650,E34973
44440,E34974
70670,E34975
73780,E34994
70680,E34995
45990,E34999
78030,E35004
29780,E35028
70690,E35089
44490,E35096
65970,E35114
76850,E35116
44760,E35117
58710,E35118
44480,E35124
76820,E35125
46910,E35136
44500,E35137
70810,E35139
70710,E35140
29830,E35144
44750,E35150
29800,E35153
70720,E35157
44770,E35163
44810,E35164
48800,E35169
76830,E35170
70730,E35187
42510,E35220
29990,E35234
70740,E35238
70830,E35250
70760,E35258
44900,E35278
44820,E35284
44840,E35287
70770,E35288
70820,E35289
34490,E35294
29810,E35303
44860,E35307
44830,E35308
70800,E35323
44780,E35325
44870,E35330
76860,E35334
70790,E35335
29820,E35340
70780,E35341
70750,E35344
44880,E35345
44930,E35354
62310,E35449
44910,E35466
70870,E35470
70890,E35483
70880,E35487
70850,E35488
70840,E35489
76870,E35491
93260,E35493
48880,E35496
53680,E35497
44920,E35504
70910,E35508
48820,E35510
70930,E35514
44980,E35516
48830,E35518
70950,E35534
66130,E35542
44940,E35544
76890,E35554
65990,E35555
73170,E35560
70940,E35562
70960,E35563
49320,E35568
44950,E35578
62300,E35587
44960,E35589
29840,E35597
73670,E35610
70970,E35611
29910,E35614
29860,E35631
44990,E35632
40510,E35642
40520,E35758
40570,E35765
76950,E35766
73520,E35767
73510,E35773
73530,E35790
48860,E35791
92230,E35797
73370,E35810
40540,E35821
40550,E35824
40530,E35827
40560,E35841
73580,E35908
40580,E35911
49330,E35928
40600,E35930
73540,E35931
76920,E35932
40110,E35941
40590,E35945
29320,E35947
285A0,E35948
40120,E35959
40130,E35967
40140,E35989
73560,E35993
41720,E36002
77900,E36031
49340,E36046
40150,E36070
40160,E36077
73570,E36078
41670,E36086
66120,E36091
62290,E36098
40170,E36100
17860,E36102
41680,E36107
40200,E36108
41700,E36122
76940,E36123
48840,E36129
41690,E36130
73600,E36132
49350,E36133
73660,E36134
91450,E36140
40190,E36155
41710,E36172
73590,E36173
41660,E36174
48870,E36190
41740,E36213
92480,E36223
41930,E36261
40180,E36312
49360,E36321
41750,E36322
41770,E36343
48850,E36350
41760,E36351
73620,E36353
41780,E36366
73740,E36367
66140,E36368
41800,E36372
93460,E36393
41790,E36398
93270,E36405
73430,E36406
41920,E36410
50740,E36412
73610,E36420
92350,E36421
73630,E36431
65210,E36433
76980,E36435
40720,E36460
73680,E36464
29330,E36466
73750,E36478
41940,E36484
73470,E36498
41960,E36532
73770,E36539
62280,E36545
73690,E36621
77910,E36627
73720,E36629
40710,E36635
41980,E36637
73700,E36638
73730,E36648
40690,E36653
73760,E36655
73180,E36657
71260,E36658
40680,E36659
41990,E36661
40730,E36666
369A0,E36667
77920,E36670
49370,E36697
73810,E36700
73800,E36703
91470,E36706
71280,E36707
40740,E36708
92400,E36711
76990,E36713
71290,E36714
40750,E36722
50760,E36723
73500,E36730
43760,E36733
62270,E36750
92470,E36751
71300,E36756
71270,E36757
43600,E36769
43700,E36795
92410,E36801
48890,E36825
40760,E36840
58580,E36844
42640,E36859
65220,E36860
50750,E36862
92450,E36883
92420,E36886
92460,E36896
43710,E36897
43740,E36901
43720,E36905
43730,E36928
42700,E36937
43770,E36944
43750,E36946
48900,E36956
92440,E36961
92490,E36968
71350,E36969
65230,E36976
92500,E36988
43780,E36989
29610,E36991
92530,E37006
92510,E37038
43790,E37060
48910,E37069
71310,E37082
44120,E37095
92520,E37098
42550,E37105
44150,E37115
44140,E37130
42610,E37131
44130,E37133
29930,E37141
71340,E37143
44190,E37145
44160,E37146
44170,E37147
92120,E37153
65240,E37156
41250,E37157
42590,E37158
92540,E37159
42580,E37160
25850,E37165
42560,E37169
44180,E37175
92110,E37176
42600,E37192
73830,E37194
92590,E37197
71330,E37198
92580,E37199
42620,E37206
42630,E37207
91580,E37214
92570,E37220
92560,E37221
42650,E37222
92140,E37292
92130,E37304
50310,E37333
50250,E37397
92160,E37399
73840,E37412
77930,E37419
92150,E37432
50330,E37435
50780,E37456
71380,E37457
50260,E37458
50270,E37466
50790,E37468
51250,E37482
65250,E37488
62260,E37499
41970,E37502
29980,E37504
50280,E37506
92180,E37508
92200,E37523
92190,E37546
92210,E37560
281A0,E37563
50320,E37573
71360,E37577
93480,E37584
71400,E37589
29970,E37595
50290,E37603
192A0,E37627
77940,E37709
92290,E37719
58300,E37725
95520,E37733
92270,E37740
29350,E37741
95530,E37742
366A0,E37743
95540,E37744
58310,E37777
95560,E37779
73890,E37781
58320,E37785
93470,E37788
50350,E37790
95570,E37796
92250,E37810
77950,E37814
50340,E37815
71110,E37831
50360,E37833
71100,E37848
50380,E37902
95580,E37911
73880,E37913
51330,E37914
51260,E37926
95600,E37936
50390,E37950
95620,E37957
51290,E37959
71120,E37960
65260,E37978
95610,E37979
95630,E37985
58340,E37986
51310,E37987
95640,E38007
51320,E38008
51340,E38036
52430,E38043
51360,E38072
58670,E38078
92040,E38082
29360,E38104
55740,E38109
71150,E38118
55270,E38129
93400,E38139
93360,E38148
95650,E38155
48920,E38156
52400,E38157
93370,E38162
52420,E38163
71140,E38167
29370,E38168
52460,E38169
51380,E38171
93390,E38178
51390,E38180
52470,E38191
93380,E38192
93420,E38200
52440,E38201
51370,E38205
93410,E38215
52480,E38256
52590,E38288
52570,E38335
52500,E38367
52410,E38373
71180,E38382
71190,E38427
93430,E38440
71200,E38443
93450,E38450
93440,E38452
48930,E38453
52560,E38460
52540,E38472
52520,E38474
52550,E38477
52530,E38478
62250,E38483
52580,E38491
40400,E38504
55300,E38512
29620,E38523
141A0,E38525
55700,E38541
55720,E38567
55330,E38634
55800,E38641
55760,E38645
93310,E38651
55780,E38654
55750,E38662
55320,E38667
58840,E38682
55820,E38683
58850,E38684
55790,E38685
91590,E38687
48940,E38688
177A0,E38689
91650,E38693
74090,E38695
91620,E38698
58440,E38714
58430,E38716
387A0,E38722
93320,E38723
91630,E38728
58880,E38738
91660,E38739
55860,E38755
55350,E38760
62090,E38761
62240,E38780
55810,E38785
93300,E38849
55870,E38864
91680,E38895
39580,E38898
190A0,E38905
91700,E38906
55890,E38919
62230,E38926
55880,E38948
55910,E38949
55900,E38957
55920,E38965
92370,E38969
29380,E38979
48960,E38985
92360,E39008
48110,E39009
58450,E39018
55370,E39023
58890,E39074
92380,E39089
55970,E39114
55990,E39122
58910,E39133
58680,E39136
58700,E39158
149A0,E39161
56160,E39162
58690,E39165
56190,E39171
150A0,E39184
56210,E39194
56180,E39203
58920,E39222
167A0,E39254
166A0,E39259
130A0,E39268
168A0,E39273
137A0,E39349
142A0,E39367
138A0,E39377
135A0,E39382
153A0,E39397
155A0,E39405
143A0,E39406
146A0,E39407
157A0,E39408
145A0,E39409
148A0,E39410
160A0,E39448
248A0,E39449
173A0,E39460
156A0,E39473
151A0,E39476
147A0,E39483
175A0,E39487
208A0,E39505
194A0,E39640
197A0,E39645
189A0,E39646
184A0,E39653
186A0,E39661
195A0,E39662
196A0,E39668
205A0,E39671
253A0,E39677
202A0,E39691
198A0,E39708
211A0,E39729
212A0,E39732
254A0,E39737
255A0,E39741
206A0,E39751
219A0,E39759
215A0,E39760
220A0,E39778
256A0,E39785
218A0,E39788
272A0,E39812
228A0,E39846
231A0,E39864
268A0,E39892
247A0,E39903
241A0,E39906
242A0,E39920
245A0,E39928
246A0,E39936
259A0,E39945
244A0,E39961
269A0,E39968
264A0,E40018
261A0,E40019
263A0,E40034
265A0,E40058
278A0,E40060
274A0,E40066
276A0,E40130
291A0,E40145
277A0,E40147
300A0,E40154
296A0,E40164
280A0,E40175
340A0,E40189
275A0,E40194
288A0,E40206
287A0,E40213
302A0,E40215
290A0,E40216
303A0,E40223
304A0,E40230
299A0,E40236
298A0,E40253
319A0,E40269
324A0,E40334
323A0,E40354
325A0,E40398
330A0,E40399
332A0,E40400
343A0,E40408
331A0,E40420
341A0,E40423
338A0,E40429
336A0,E40432
339A0,E40448
334A0,E40452
335A0,E40477
402A0,E40500
350A0,E40505
377A0,E40512
353A0,E40516
352A0,E40546
373A0,E40640
367A0,E40648
372A0,E40662
368A0,E40668
365A0,E40674
559A0,E40689
378A0,E40715
416A0,E40727
547A0,E40729
417A0,E40736
391A0,E40748
386A0,E40756
415A0,E40792
464A0,E40854
407A0,E40865
463A0,E40879
414A0,E40904
410A0,E40916
428A0,E40917
418A0,E40919
421A0,E40925
485A0,E40934
431A0,E40964
441A0,E40979
429A0,E40985
476A0,E40991
436A0,E41010
438A0,E41028
442A0,E41030
483A0,E41037
469A0,E41055
456A0,E41076
462A0,E41081
460A0,E41086
446A0,E41104
478A0,E41108
475A0,E41115
543A0,E41130
472A0,E41144
471A0,E41149
477A0,E41152
480A0,E41154
479A0,E41191
500A0,E41257
505A0,E41309
504A0,E41318
545A0,E41323
550A0,E41331
523A0,E41409
548A0,E41485
519A0,E41486
520A0,E41488
554A0,E41514
558A0,E41566
